column_a,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img,key_frequency,tsne_x,tsne_y,umap_x,umap_y
101,5aqPFFCJivYjHanadZXDRJ,0.499,0.34,A#,-7.137,minor,0.0257,0.362,0.0,0.106,0.174,102.906,203533,4,A# minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Mary, Did You Know?",Zara Larsson,The Star - Original Motion Picture Soundtrack,https://i.scdn.co/image/fa44b1710dc05f20b0af4706ec642ad65d6a48a7,466.16,-5.5408726,-2.0362628,6.3136907,7.489419
102,5b1jXYUOgAX5QAHXPVHdld,0.42,0.485,D#,-11.007,major,0.0422,0.709,8.16e-05,0.11,0.539,94.65,142600,4,D# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Claus Is Back In Town,Elvis Presley,Elvis' Christmas Album,https://i.scdn.co/image/d8ec333974abb5987719025a55a7395a22becb79,622.25,-1.9724989,5.019407,6.968794,4.468164
103,5bMCMJERxfGi2jjN8AhBsB,0.348,0.723,A,-3.355,major,0.0592,0.122,0.0,0.113,0.442,185.28,171347,3,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Please Come Home for Christmas (feat. Smokey Robinson),Human Nature,The Christmas Album (Deluxe Edition),https://i.scdn.co/image/37af24a3d05b2eaf52e39aaa8594815bd1037d87,440.0,7.066505,-2.8247557,2.815981,5.4322543
104,5eGf8gjsdP8NGkeHmpzDId,0.92,0.68,F,-3.9,major,0.0554,0.302,0.0,0.0993,0.85,114.0,192442,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Last Christmas,Jule Vera,Vera Merry Christmas,https://i.scdn.co/image/d068b6511916e4ebf6bcc1ca06dd811aa60c4849,698.46,4.674075,-2.0237818,3.7185748,4.6638017
105,5I2Zw1tJXoswUSnKkJSuwX,0.503,0.689,C,-5.047,major,0.0463,0.252,0.0,0.0861,0.733,82.328,146733,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,What Christmas Means To Me,Stevie Wonder,The Ultimate Motown Christmas Collection,https://i.scdn.co/image/0eff84ec0c03ac9ae1bdfe5415e05cf19bffbbc4,523.25,4.929525,2.4816813,3.6822858,5.52231
106,5L6YSawbmY8o3ftYAfuiWa,0.273,0.171,C#,-15.413,major,0.0352,0.892,2.58e-05,0.11,0.197,84.18,190800,4,C# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The Christmas Song (Chestnuts Roasting On an Open Fire),Mel Tormé,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,554.37,-5.610454,2.7958262,7.4288335,5.14235
107,5L8JAy13dLqNeJE6M2bAQr,0.516,0.793,C,-1.055,major,0.0326,0.000906,0.0,0.143,0.712,144.09,202872,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Father Christmas,The Unlikely Candidates,Father Christmas,https://i.scdn.co/image/02f1009188106a62dd1bb8890dd2b1238fc3f5c8,523.25,5.599305,-0.4794775,3.1276069,5.761953
108,5lyikKk6KFWfWCuDDir9Fx,0.602,0.713,A#,-7.58,minor,0.0351,0.041,0.0,0.27,0.796,141.987,116547,4,A# minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Rockin' Around The Christmas Tree - Recorded at Spotify Studios NYC,Miley Cyrus,Spotify Singles - Holiday,https://i.scdn.co/image/db8e1545f5fc29a96e7513fbd64ef040a52ac330,466.16,6.6004558,-0.29485652,3.410035,4.879395
109,5mQZNEPNEKgfyojTSjpHro,0.421,0.656,A#,-6.03,major,0.0267,0.041,0.0,0.0946,0.519,101.581,215467,4,A# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Christmas Time Is Here Again,Weeping Willows,Christmas Time Has Come,https://i.scdn.co/image/f24789954ae8fba7649eb8433c7b676ba5254ccb,466.16,6.5257306,2.0716197,2.69074,6.1670656
110,5NJ8M8qilAzKVNOcjXfTJb,0.664,0.423,C,-10.785,major,0.0295,0.629,0.0,0.0871,0.848,140.432,134733,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,A Holly Jolly Christmas - Single Version,Burl Ives,"Christmas Classics Featuring Rudolph The Red-Nosed Reindeer, Frosty The Snowman & The Little Drummer Boy",https://i.scdn.co/image/1f19f33fd2503fe4b2dfba7799753c3a205dd0bb,523.25,0.9877036,6.1474514,5.4951696,3.7726173
111,5oqTtv4Jx1tMvZfFNY9BxQ,0.39,0.641,C,-7.184,major,0.0607,0.427,0.0,0.973,0.321,77.978,254677,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Oddity - Live,Umphrey's McGee,Santa Oddity (Live),https://i.scdn.co/image/77eb7c17cafe5503253ea451ab0b53b6fa434b20,523.25,-0.64138293,-4.009801,4.4861226,7.821494
112,5OxAR7XejlClnBNuDMvJ3V,0.534,0.898,E,-5.985,major,0.0926,0.02,0.0,0.209,0.689,149.916,120960,4,E major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Let It Snow, Let It Snow, Let It Snow",Jessica Simpson,ReJoyce The Christmas Album,https://i.scdn.co/image/713c9be065885db2ef9b98b6da279e7925cc4b6f,659.25,6.598963,-1.9945142,2.9086287,4.602165
113,5pDaRonmzAV91HPxZVeiai,0.536,0.869,D,-8.631,major,0.0314,0.119,2.67e-05,0.126,0.894,140.579,268187,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Step Into Christmas,Elton John,Christmas Number 1's,https://i.scdn.co/image/90d80f5a0261f942a655b768c41bdbe67fbd6377,587.33,4.985653,-0.11024071,3.3828192,6.442781
114,5T94RUaPidX1Q1BJIyn1Fe,0.434,0.321,C#,-8.597,major,0.0445,0.867,0.0,0.114,0.345,109.838,232307,3,C# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Silent Night - Vevo Live Acoustic,James Arthur,Empty Space / Silent Night - Vevo Live Acoustic,https://i.scdn.co/image/77eb7c17cafe5503ab885f148e9c98f7986bc62b,554.37,-5.4456825,-0.17070033,6.951768,7.327115
115,5ThCKAfvYZr6ARnPrbEdJs,0.502,0.446,B,-8.703,major,0.0348,0.331,3.28e-06,0.203,0.305,152.205,294400,3,B major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Happy Christmas ( War Is Over ),Roch Voisine,Album De Noël,https://i.scdn.co/image/213e62c1c530e882626056fceffaa85ea90f1741,493.88,-3.7073658,-2.2796073,5.7931685,7.634105
116,5TN42y2ut6ATB0IDEEgQay,0.735,0.237,E,-8.827,major,0.0396,0.834,0.0,0.0901,0.508,94.144,179113,4,E major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,It's Beginning to Look a Lot Like Christmas,Noah Cyrus,It's Beginning to Look a Lot Like Christmas,https://i.scdn.co/image/3e68210264389b70d9efc8e90b88ac67fc1b0bc5,659.25,-1.6185175,7.3151484,6.4757023,3.2965024
117,5Tw6x1bD1dvULVXvEeEy0b,0.655,0.387,A#,-5.85,major,0.0284,0.804,4.86e-06,0.26,0.445,130.018,180093,4,A# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Looks Like A Cold, Cold Winter",Ingrid Michaelson,"Looks Like A Cold, Cold Winter",https://i.scdn.co/image/85faa77c32111f88de75051bb547325432be02e7,466.16,2.6344948,5.502217,5.2368884,4.1284823
118,5XaF2L2Qi3S6i0cUQELTzB,0.45,0.165,A,-16.19,major,0.0336,0.69,0.00232,0.131,0.502,102.708,131093,3,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Silver Bells,John Denver,Rocky Mountain Christmas,https://i.scdn.co/image/5d591b8e3d7e2460b751c383cb76315e9a214e84,440.0,-2.7143478,4.7614655,7.2786946,4.619797
119,5xlS0QkVrSH7ssEbBgBzbM,0.602,0.553,B,-9.336,major,0.0328,0.108,0.0,0.0512,0.971,130.594,118840,4,B major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Little Saint Nick - 1991 Remix,The Beach Boys,The Beach Boys' Christmas Album,https://i.scdn.co/image/5138ad67bba0da1e64fd6af891a7dc23d66b064a,493.88,4.8411274,3.311068,3.5828886,4.3834267
120,5ymVfeMK8cDew5vzntTuc7,0.571,0.634,F,-9.155,minor,0.0537,0.724,0.0,0.0864,0.805,109.575,128400,4,F minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Sleigh Ride,Andy Williams,Merry Christmas,https://i.scdn.co/image/f391c733847c060f9bdde8f089ea4a3ca3653049,698.46,1.7238238,6.7430496,4.8505955,3.683736
121,5zx4yNDpYT6mEVaAwTw5m8,0.419,0.201,G,-11.4,major,0.0341,0.808,0.0,0.16,0.189,93.687,226120,3,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,O Holy Night,Martina McBride,The Classic Christmas Album,https://i.scdn.co/image/4fde026a27e15e12185e0001dc6ee65b2325d67d,783.99,-6.9169703,1.8393339,7.7949157,6.8647776
122,60nCsuks4ZOxMCLpe9gDNA,0.726,0.145,G#,-12.262,major,0.0504,0.903,0.0,0.159,0.47,84.238,209000,4,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,830.61,-2.2966964,7.191829,6.851826,3.3784175
123,66xfBy2Za8TGrhTXRea6PI,0.694,0.183,C,-13.159,major,0.0331,0.93,0.0,0.289,0.688,77.893,173400,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,(There's No Place Like) Home for the Holidays - 1954 Version,Perry Como,Christmas Hits,https://i.scdn.co/image/2814f341fc87aaa4c5b438fd97c1eeeb1f76da56,523.25,-1.2125958,6.1725364,6.3906345,4.053502
124,67XXGKQrlBLCAg3gmHkamP,0.319,0.509,A#,-8.868,major,0.0305,0.642,0.0,0.39,0.427,144.55,223240,3,A# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Have Yourself a Merry Little Christmas (feat. Esperanza Spalding),John Legend,Have Yourself a Merry Little Christmas / Bring Me Love,https://i.scdn.co/image/5f79f928a45b878579e1fffc9e4aefb362ca53fd,466.16,-1.8973148,-3.206075,5.122282,7.6197424
125,6bhhqvDX8Q3kl1GoyhtpSx,0.523,0.509,A,-6.387,major,0.0251,0.59,0.000369,0.0932,0.344,96.946,301640,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,The First Noel,John Farnham,The First Noel,https://i.scdn.co/image/26fc10dea516d2c736062356667cac52a08acbae,440.0,-4.774326,-2.4156027,6.1713176,7.6651225
126,6CylKS9y5AJtrE9K2vgGnK,0.49,0.0677,D,-20.293,major,0.0446,0.946,0.0027,0.28,0.34,94.065,163667,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,White Christmas,Elvis Presley,Elvis' Christmas Album,https://i.scdn.co/image/d8ec333974abb5987719025a55a7395a22becb79,587.33,-3.5867105,4.6395965,7.575829,4.5765257
127,6dvq77gzD4g4u1TJHO2ZYe,0.492,0.828,C,-2.14,major,0.0662,0.00253,0.0,0.342,0.567,81.409,232213,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Shake up Christmas - Xmas Anthem,Train,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,523.25,6.4685802,1.1514637,2.7353535,6.3743925
128,6j2WyCG7ZgG7EnZBNKebHs,0.774,0.785,C,-7.766,major,0.0363,0.16,0.0,0.264,0.96,112.514,242360,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Mary's Boy Child / Oh My Lord,Boney M.,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,523.25,5.1657104,0.6498742,3.3736405,6.396695
129,6JUnflvdkYvbzsp6zWpaCZ,0.618,0.828,A#,-4.513,major,0.0634,0.21,0.0,0.09,0.84,84.987,161333,4,A# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,What Christmas Means to Me (feat. Stevie Wonder),John Legend,A Legendary Christmas,https://i.scdn.co/image/5f79f928a45b878579e1fffc9e4aefb362ca53fd,466.16,5.2801523,2.114981,3.4788768,5.3557177
130,6KsFSrVS3DwG4xNAPQvznC,0.676,0.412,G#,-7.97,major,0.0347,0.796,0.0,0.139,0.47,124.891,157600,4,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Winter Wonderland,Hannah Kerr,Christmas Eve in Bethlehem,https://i.scdn.co/image/14bf748c8e9e2bdafb623355a82e8f7dbb947cbb,830.61,-1.4382787,8.351937,6.52562,3.1277268
131,6lIob2DRkcnjrymZN1QqU7,0.554,0.422,G#,-10.761,major,0.0439,0.329,3.13e-05,0.0986,0.3,99.676,242879,4,G# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Can You See - Spotify Singles - Holiday, Recorded at Spotify Studios NYC",Fifth Harmony,"Can You See (Spotify Singles - Holiday, Recorded at Spotify Studios NYC)",https://i.scdn.co/image/03069416d890cc38c24d0118af36d5592844b891,830.61,-8.030223,0.6056723,7.778895,7.258598
132,6lIVyZ979Y4igxDOW3ncie,0.584,0.73,A,-5.311,major,0.0248,0.00183,0.00107,0.208,0.275,89.994,170667,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Counting Down to Christmas,Campsite Dream,Counting Down to Christmas,https://i.scdn.co/image/59f6e3cb8161dc64f3d67c0658713b777da4fe45,440.0,7.0998707,2.0152652,2.6254797,6.179226
133,6nCAuV8db9kn8S3TOlp5BA,0.543,0.339,A,-12.237,major,0.0253,0.397,1.4e-05,0.138,0.339,87.538,253333,4,A major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,A Perfect Christmas,Jose Mari Chan,Christmas in Our Hearts,https://i.scdn.co/image/349276cbdfd8857b3975a8ddb956dc167e45d17c,440.0,-6.292294,-1.4496706,6.741059,7.52605
134,6PHydwtSLzGi9WJ3MyE50k,0.48,0.6,D,-6.859,major,0.0308,0.679,0.0,0.183,0.719,101.441,162067,3,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,It's the Most Wonderful Time of the Year,Andy Williams,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,587.33,4.3258905,4.845746,4.3992662,3.9522288
135,6Sy0fYlJtIVYeCTiIj4RJc,0.686,0.359,D,-10.579,major,0.0363,0.535,0.0,0.337,0.683,89.997,198720,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Baby,Samantha Jade,The Magic of Christmas,https://i.scdn.co/image/a09e468aba5b3e958b0dfe7846405d15af80e9f5,587.33,-0.59524065,6.836406,6.1382875,3.822391
136,6WYIjCIwAev1GOSUaGQJtW,0.591,0.708,C,-5.377,major,0.0398,0.167,0.000113,0.0993,0.36,115.111,229453,4,C major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Do They Know It's Christmas?,Band Aid,Top 50 Christmas Music,https://i.scdn.co/image/ee361ed71a3bd86d8f3ef89ac04085907a64a4ea,523.25,7.2155733,1.9108938,2.7642772,6.0400844
137,6XAdcAseYtijN0QUnQFsH2,0.605,0.664,C#,-8.95,major,0.0274,0.698,0.0,0.121,0.886,103.178,178720,4,C# major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Sleigh Ride,Johnny Mathis,Merry Christmas,https://i.scdn.co/image/b878b9e27201163be07e746657280ab24802839e,554.37,4.284976,4.750429,4.5051317,3.9357262
138,6Ydgbe9LUoGpbMXBUFDcek,0.55,0.302,D,-11.035,major,0.0268,0.282,2.59e-06,0.0962,0.317,84.816,218520,4,D major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,I'll Be Home,Meghan Trainor,Christmas Hits,https://i.scdn.co/image/939adaa29092810cc1c44965b5a5781e38ee7e65,587.33,-6.942768,-0.9303059,7.2096763,7.059774
139,6yOzaZiBk4k4jSOYZcp4pm,0.507,0.724,F,-4.503,major,0.0433,0.0342,0.0,0.274,0.581,77.489,219160,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Christmas Every Day,David Archuleta,Winter in the Air,https://i.scdn.co/image/5ff064bd88c96868c8526bf6be85570da2fa33a9,698.46,6.8701525,0.883894,2.7448246,5.9766173
140,6ZDaRctHGLVCYY430vaAyT,0.205,0.188,G,-14.192,major,0.0393,0.774,1.3e-06,0.376,0.291,172.142,155200,5,G major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Have Yourself a Merry Little Christmas,Frank Sinatra,Christmas Songs By Sinatra,https://i.scdn.co/image/6cad0033aecb1e2cabd033100896a53598a96ccf,783.99,-5.056262,1.7716507,7.395171,6.1971726
141,74yQRKUunP1sRjnnMks4SG,0.404,0.475,F,-8.988,major,0.0536,0.717,0.0,0.0616,0.655,146.827,126200,4,F major,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,"Let It Snow, Let It Snow, Let It Snow",Kurt Nilsen,Have Yourself A Merry Little Christmas,https://i.scdn.co/image/513aff75d4c308b81b62d6020bf11e6a81dd6959,698.46,1.590034,7.7326355,4.7124133,3.51191
142,75clRtmtXSkZsPm6SjjQ5j,0.636,0.178,G,-12.179,minor,0.0656,0.663,0.0,0.0964,0.643,139.997,154827,4,G minor,new_holiday_songs,https://mosaic.scdn.co/640/5f79f928a45b878579e1fffc9e4aefb362ca53fd939adaa29092810cc1c44965b5a5781e38ee7e65d95f2279ad49512299646dadf9e3e11c09c94c5ee06f3ddadf59ee24504fc02bfe205945807a2437,Santa Claus Is Comin' to Town,Frank Sinatra,Christmas Songs By Sinatra,https://i.scdn.co/image/6cad0033aecb1e2cabd033100896a53598a96ccf,783.99,-2.014202,8.244096,6.7656565,3.1899414
